instance,init,BK,001_avg,001_min,002_avg,002_min,003_avg,003_min,004_avg,004_min,005_avg,005_min,006_avg,006_min,007_avg,007_min,008_avg,008_min,009_avg,009_min,010_avg,010_min,011_avg,011_min,012_avg,012_min,013_avg,013_min,014_avg,014_min,015_avg,015_min,016_avg,016_min,017_avg,017_min,018_avg,018_min,019_avg,019_min,020_avg,020_min,021_avg,021_min,022_avg,022_min,023_avg,023_min,024_avg,024_min,025_avg,025_min,026_avg,026_min,027_avg,027_min,028_avg,028_min,029_avg,029_min,030_avg,030_min,031_avg,031_min,032_avg,032_min,033_avg,033_min,034_avg,034_min,035_avg,035_min
b_9,23234641520,15885524407,15886052550.8,15886019112,15891109049.6,15886206343,15889002740.4,15886079159,15887195842.6,15885898861,15886905343.6,15886086793,15901225899.0,15894563351,15886335437.6,15885865427,15886465116.0,15885898414,15886375901.2,15886119740,15887286510.6,15886656386,15889959444.6,15888192026,15916039235.2,15907342028,16112400995.4,16079150477,16488105761.2,16431402873,16794556825.4,16693276295,17065119643.0,16941313385,15907113023.2,15895958124,15902016446.2,15898064142,15920935987.4,15907296239,15901214703.6,15894575595,15895226378.4,15888353382,15886523694.2,15886000796,15886385758.6,15886083224,15887796581.0,15886715596,15887411677.6,15885940165,15885826598.6,15885818386,15885995645.8,15885839842,15886413973.0,15885915217,15886712812.0,15885903223,15885826520.0,15885820624,15885854716.0,15885816278,15886361560.2,15886208474,15885896415.2,15885811418,15885905512.0,15885876287,15886063558.2,15886036203
b_10,42220868760,18048499616,19808150045.6,19714946015,18531536238.4,18508886877,18531851866.0,18501678376,18378815798.0,18360412099,18406470211.8,18370958856,18476156215.2,18447342625,18292466157.6,18266950989,18217414481.0,18195748969,18162676978.2,18140227871,18142446664.0,18112960418,18128228565.4,18109065216,18430000689.6,18394939293,18903652963.0,18757651886,19456696245.6,19420394805,20037661116.4,19948819360,20615754183.2,20466876148,18483989594.6,18465171296,18522485641.6,18501984137,18556751351.2,18513101186,18476244896.0,18447342625,18460887889.2,18433478620,18413463819.4,18407877185,18418972655.2,18392573097,18427753008.8,18396706074,18417100868.0,18388275647,18247951389.8,18236432743,18262279515.4,18245920020,18281406973.6,18261431906,18300386329.8,18275310415,18246740979.8,18234175850,18300693139.6,18281810347,18128791656.6,18106409591,18227759724.2,18183475269,18181189118.2,18165374575,18140142813.0,18110856063
x_1,7422426760,3030246091,3856763580.4,3771716128,3349745136.8,3279153866,3472219280.0,3448030148,3278360393.6,3230152050,3281695938.2,3233831025,3456175350.0,3404151002,3213800344.6,3165333814,3194447784.4,3167252338,3152302236.8,3131414397,3149822531.8,3108868651,3142152623.0,3110022933,3350692262.0,3261846060,3287592333.6,3225107801,3340065698.4,3287572263,3370690884.2,3321382018,3341978152.8,3274980616,3480911168.0,3375958428,3584186128.6,3490040113,3555709239.2,3493749716,3454734991.2,3401120395,3486131925.6,3376111561,3475844028.6,3400201694,3481337455.2,3395804159,3473272043.8,3397317878,3499948581.0,3442325738,3215268579.4,3168153067,3222984297.0,3195173143,3231947340.0,3206225624,3266181757.2,3205327753,3216253608.2,3168883327,3251430975.0,3203479735,3145810381.6,3107841700,3175804478.6,3139071563,3176376119.4,3150296473,3162110942.6,3128854123
x_2,5103634830,1010050981,1119838554.0,1095440595,1167409316.8,1131725483,1109340450.8,1081215934,1095374795.4,1083201323,1091396203.6,1082563974,1170510807.6,1154515822,1069761593.4,1059853037,1055077808.6,1045548150,1071691970.4,1062884909,1110639921.6,1091529482,1139975409.4,1120147317,1150244186.2,1134063623,1344611837.6,1298396383,1606793577.8,1539057282,1821275004.6,1749288497,1936886304.4,1882299455,1184212990.6,1165394823,1182302702.4,1155400515,1193809346.2,1178686581,1170524679.2,1154515822,1156303845.2,1132058332,1095349542.4,1088531686,1101716884.8,1095734775,1096235353.8,1088190169,1095025811.0,1083675394,1046213041.8,1040398150,1058439972.8,1053536041,1071791021.2,1059747456,1081779586.4,1066858316,1046422037.2,1040390490,1057325446.2,1044356160,1099509778.0,1080953737,1042015314.4,1038430932,1056518180.0,1046690793,1076656771.6,1063817198
x_3,6119933380,259656,59331747.8,51658479,16215569.2,14918680,28548049.0,18020310,13141546.0,12486779,13145595.8,12489659,15297492.0,14829550,10974536.8,9968396,15998614.0,9759556,26032099.8,11180390,32965345.8,18897109,44035832.0,22246723,14003563.4,11477268,61910017.6,46719695,180457587.6,153085328,292228328.0,264290932,423031887.4,382002724,17946026.2,15194231,26396586.8,18556157,24206550.6,19850537,15392462.0,14749457,14946919.0,13006438,14538305.4,13660206,14381508.0,12132794,14040302.0,13325321,14447681.8,12924647,12005239.2,10728894,10536607.8,7673553,14895305.0,11113972,13215207.8,11224329,11879503.6,10824135,10505229.4,8245706,26662964.2,17259797,11128389.8,8824374,21368588.8,14432190,32337776.2,12844643
x_4,9207188610,4721727496,4722084823.8,4721997963,4723077218.8,4722496198,4724418969.6,4722647562,4723547397.2,4722415364,4723555639.4,4722415364,4726296419.8,4725892381,4722267124.2,4722170605,4722505539.6,4722123599,4723107259.8,4722252413,4725060333.2,4724183226,4725693689.6,4724068572,4726448177.6,4725192426,4755862520.0,4750489112,4828167692.8,4806650748,4940681440.8,4924044351,5002095368.8,4949252257,4727922492.6,4726822621,4727226123.0,4725391712,4728949530.6,4727946728,4726287474.2,4725892381,4726217979.8,4724745569,4722987626.4,4722418470,4723017889.8,4722297095,4723148197.4,4722395555,4723316945.6,4722693002,4722050362.6,4721996139,4722037272.2,4722012336,4722080931.0,4722055075,4722084115.8,4722031500,4722050868.2,4721989198,4722091559.4,4722050650,4722386530.2,4722241351,4722075368.2,4722034970,4722117264.8,4722058642,4722195343.8,4722165725
x_5,12369526590,144768,12848404.6,10546679,15056809.2,12132739,12041547.2,8903047,9884556.2,8329866,9855036.8,8084076,14066975.2,11401486,1671148.8,710236,705813.6,405345,1680570.8,850965,7321467.4,6019269,11364880.6,9168704,2627552.6,1664152,9254925.6,6853810,14969114.8,12388494,41546976.4,20868622,106352740.6,72883965,16045558.6,15172942,21518107.8,19205599,17313036.4,12512017,14008883.2,10903245,12435044.6,9425880,11827734.8,9142477,10284640.8,8777811,13270872.8,11392040,12746242.8,9304689,576269.8,456366,464123.6,303126,674103.2,471948,1378138.8,459224,582646.0,465245,624232.2,508722,7397025.4,5876133,337465.0,276519,1029950.0,693582,4094534.2,1966510
x_6,12753566360,9546958474,9546982609.8,9546977085,9547005490.6,9546996621,9546998577.4,9546991084,9546995235.0,9546989981,9546995035.2,9546989981,9547054008.8,9547037051,9546985369.8,9546979203,9546970519.0,9546966861,9546963535.2,9546960784,9546961639.2,9546960438,9546959635.0,9546957631,9547095809.4,9547084090,9547259436.4,9547238640,9547378269.8,9547344777,9547463313.0,9547437749,9547614892.0,9547585516,9547206878.6,9547183757,9547211521.0,9547187377,9547258957.4,9547245113,9547054048.6,9547037051,9547005561.6,9547001735,9546996107.8,9546992772,9546993606.6,9546983337,9546997104.8,9546985178,9546995109.8,9546985283,9546967934.0,9546966518,9546969657.6,9546968089,9546967390.8,9546965041,9546968732.4,9546966740,9546967772.8,9546966518,9546974481.2,9546970943,9546958823.0,9546956475,9546964974.8,9546962972,9546962294.2,9546958028,9546960810.6,9546958623
x_7,37763791230,14253133805,16195667879.4,16058671701,14963386348.8,14937506942,14935565648.0,14877944123,14816501045.2,14782111495,14814274535.6,14781942201,14944202389.8,14835721783,14694420037.4,14656605498,14618689766.0,14586292907,14578708700.4,14559436429,14582393064.8,14536784939,14585487348.0,14551145195,15342922920.0,15302608802,16494068163.0,16436324814,17475523900.2,17356626588,18272376358.2,18223625104,18845232272.8,18733120913,14973720985.4,14903057712,15048488905.4,15032559573,15166206147.0,15101363194,14947372630.4,14835721783,14888482259.4,14828398410,14865616611.6,14830294498,14834402045.8,14810875154,14854052427.0,14842049483,14842207296.0,14821115734,14649252960.0,14636795033,14652193648.6,14626457511,14662383863.4,14638637476,14656703764.0,14630598939,14649177568.0,14630584619,14706229681.0,14679269274,14551198343.6,14525186307,14595208736.8,14580623682,14547805114.0,14530753931,14532873502.0,14498601737
x_8,11611565600,83711,647207.4,586392,211436.0,169610,288663.0,238529,118511.6,104873,118794.0,104452,170490.8,138103,75076.4,70040,63136.4,58693,58411.4,55397,60228.6,53355,61705.2,55802,93078.6,84766,95830.4,86463,155296.4,141008,238843.4,215147,365710.6,332521,171630.4,139772,228262.4,189450,258134.6,229284,170922.2,138513,125156.0,117434,135857.0,129489,143797.4,115376,131980.6,115336,135264.6,121708,57573.0,56018,53383.6,50582,57389.0,55595,62149.0,56760,57277.0,55095,67280.4,63728,50939.2,45168,49687.0,46360,48440.8,47805,46710.2,43683
x_9,23146106380,16125675266,16126452996.4,16126179042,16131628011.0,16127258630,16128427477.6,16126587998,16129441430.0,16126990883,16129666874.6,16127815512,16135323310.8,16127037252,16126999044.2,16126108450,16127250556.6,16126085844,16126875227.6,16126469426,16128500110.6,16127399934,16132500226.0,16130592800,16159154044.2,16146744545,16317755964.4,16274636448,16780570997.6,16719393813,17074692763.6,17007331419,17258735132.6,17067419107,16138516675.4,16137264429,16144176523.6,16141600906,16158587534.4,16148898594,16135379143.6,16127377205,16129680240.0,16126303246,16132332532.4,16127060874,16129749251.4,16126231421,16130561624.0,16127143928,16130749140.4,16126449893,16126020723.0,16125968498,16126085557.6,16126001098,16126317213.0,16126015054,16126118517.0,16126050098,16126020904.6,16125969910,16126385794.2,16125973106,16126663009.2,16126436152,16125975121.0,16125961481,16126076901.6,16126016147,16126636537.0,16126178135
x_10,42201640770,17815045320,19558780752.0,19446974224,18334680623.0,18297551236,18323653096.0,18272120477,18200270190.0,18180455338,18207309336.0,18165332792,18301896135.0,18277921985,18078938741.2,18051268843,18011777713.8,17999557880,17947095122.0,17913850167,17922869590.0,17901948805,17893135196.6,17878018414,18287067307.2,18233648181,18814481728.6,18739232484,19577736392.2,19535787548,20186562686.0,20096086691,20851126427.8,20801276855,18342498983.0,18313317892,18349084517.8,18322321487,18413896527.8,18387344640,18298278354.8,18277921985,18253695585.6,18237038425,18209278228.2,18178054721,18202780039.0,18186770656,18210274226.4,18183834147,18204359163.4,18187166102,18041043212.6,18020962078,18057975227.0,18038735778,18068314127.2,18027858869,18072180468.4,18038659688,18044468341.0,18033267308,18101826168.4,18059491230,17910637828.6,17898493231,18005428335.8,17986734777,17966423932.2,17959618445,17926273221.8,17897737698
